"","X","CustomerID","Spend","Bills","Visits","Qty","FreeQty","FPD","LPD","ATV","ABS","APP","CUTLERY_spend","CUTLERy_bills","DL_spend","DL_bills","DAILYUSE_spend","DAILYUSE_bills","HOD_spend","HOD_bills","ACC_spend","ACC_bills","FURN_spend","FURN_bills","STATIONARY_spend","STATIONARY_bills","Game_spend","Game_bills","BATH_spend","BATH_bills","UK_geo_purchaser","as.factor(k_P6$cluster)","as.factor(k_P6$cluster)","as.factor(k_P6$cluster)","k_P6$cluster"
"1239",3492,17110,163.3,1,1,50,0,"2011-06-27","2011-06-27",163.3,50,3.266,140.85,1,0,0,0,0,16.5,1,0,0,0,0,5.95,1,0,0,0,0,1,"6","6","6",6
"1240",3493,17111,248.61,1,1,302,0,"2011-10-23","2011-10-23",248.61,302,0.823211920529801,33.61,1,16.7,1,30,1,19.35,1,103.81,1,0,0,45.14,1,0,0,0,0,1,"6","1","1",1
"1241",3496,17117,116.2,1,1,68,0,"2011-02-24","2011-02-24",116.2,68,1.70882352941176,15.9,1,17.4,1,6.6,1,76.3,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"1242",3497,17118,157.02,1,1,154,0,"2011-01-26","2011-01-26",157.02,154,1.01961038961039,45.9,1,0,0,13.92,1,0,0,66,1,0,0,31.2,1,0,0,0,0,1,"5","6","6",6
"1243",3499,17120,307.46,1,1,120,0,"2011-04-20","2011-04-20",307.46,120,2.56216666666667,70.2,1,32.7,1,24.96,1,31.5,1,85.8,1,42.5,1,0,0,19.8,1,0,0,1,"2","3","3",3
"1244",3500,17122,138.32,1,1,80,0,"2011-08-12","2011-08-12",138.32,80,1.729,17.7,1,0,0,0,0,87.3,1,33.32,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"1245",3501,17123,345.3,1,1,246,0,"2011-07-01","2011-07-01",345.3,246,1.40365853658537,0,0,53.1,1,30.6,1,120,1,141.6,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"1246",3502,17124,298.89,1,1,130,0,"2011-06-07","2011-06-07",298.89,130,2.29915384615385,11.07,1,83,1,22.45,1,99.55,1,20.4,1,0,0,14.82,1,47.6,1,0,0,1,"5","1","1",1
"1247",3503,17125,259.35,1,1,291,0,"2011-10-20","2011-10-20",259.35,291,0.891237113402062,81.08,1,68.35,1,25.85,1,53.27,1,6.3,1,8.25,1,16.25,1,0,0,0,0,1,"2","3","3",3
"1248",3505,17128,157.09,1,1,76,0,"2011-01-09","2011-01-09",157.09,76,2.06697368421053,25.5,1,23.6,1,0,0,57.59,1,30,1,0,0,20.4,1,0,0,0,0,1,"6","6","6",6
"1249",3510,17138,380.5,1,1,126,0,"2011-03-09","2011-03-09",380.5,126,3.01984126984127,106.25,1,17.4,1,53.05,1,96.2,1,45,1,31.8,1,30.8,1,0,0,0,0,1,"2","3","3",3
"1250",3512,17140,465.32,1,1,302,0,"2011-04-06","2011-04-06",465.32,302,1.54079470198675,61.3,1,0,0,0,0,311.9,1,13.52,1,0,0,78.6,1,0,0,0,0,1,"6","6","6",6
"1251",3513,17142,579,1,1,81,0,"2011-04-14","2011-04-14",579,81,7.14814814814815,38.25,1,0,0,35.85,1,405,1,0,0,0,0,99.9,1,0,0,0,0,1,"6","6","6",6
"1252",3517,17148,124.88,1,1,82,0,"2011-10-19","2011-10-19",124.88,82,1.52292682926829,0,0,62.4,1,12.48,1,0,0,50,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1253",3519,17153,213.78,1,1,104,0,"2011-11-15","2011-11-15",213.78,104,2.05557692307692,14.85,1,57.38,1,0,0,38.65,1,87.9,1,0,0,0,0,15,1,0,0,1,"6","6","6",6
"1254",3520,17154,329.34,1,1,490,0,"2011-09-25","2011-09-25",329.34,490,0.672122448979592,0,0,0,0,0,0,291.42,1,37.92,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1255",3529,17165,158.68,1,1,100,0,"2011-02-28","2011-02-28",158.68,100,1.5868,47.7,1,15,1,15,1,63.58,1,0,0,0,0,17.4,1,0,0,0,0,1,"6","6","6",6
"1256",3532,17171,224.91,1,1,185,0,"2011-02-23","2011-02-23",224.91,185,1.21572972972973,0,0,10.4,1,10.2,1,151.69,1,15.12,1,0,0,37.5,1,0,0,0,0,1,"6","1","1",1
"1257",3533,17172,317.76,1,1,480,0,"2011-09-22","2011-09-22",317.76,480,0.662,35.4,1,23.4,1,0,0,187.2,1,0,0,0,0,71.76,1,0,0,0,0,1,"6","6","6",6
"1258",3535,17174,59.9,1,1,41,0,"2011-05-06","2011-05-06",59.9,41,1.4609756097561,0,0,10.4,1,0,0,0,0,39,1,0,0,0,0,10.5,1,0,0,1,"4","2","2",2
"1259",3537,17176,306.13,1,1,170,0,"2011-05-22","2011-05-22",306.13,170,1.80076470588235,30.3,1,124.5,1,23.6,1,59.3,1,33,1,0,0,35.43,1,0,0,0,0,1,"6","1","1",1
"1260",3543,17187,203.95,1,1,144,0,"2011-04-27","2011-04-27",203.95,144,1.41631944444444,71.2,1,0,0,102.15,1,0,0,0,0,30.6,1,0,0,0,0,0,0,1,"4","2","2",2
"1261",3550,17197,1013.01,1,1,191,0,"2011-11-10","2011-11-10",1013.01,191,5.30371727748691,561.15,1,24.96,1,199.6,1,135.7,1,19.8,1,0,0,35.4,1,36.4,1,0,0,1,"5","1","1",1
"1262",3552,17201,342.63,1,1,268,0,"2011-10-17","2011-10-17",342.63,268,1.27847014925373,36.25,1,70.6,1,12.91,1,175.36,1,6.24,1,2.6,1,38.67,1,0,0,0,0,1,"2","3","3",3
"1263",3555,17205,384.08,1,1,884,0,"2011-10-17","2011-10-17",384.08,884,0.43447963800905,0,0,0,0,0,0,0,0,0,0,0,0,384.08,1,0,0,0,0,1,"4","2","2",2
"1264",3556,17206,204.24,1,1,76,0,"2011-10-17","2011-10-17",204.24,76,2.68736842105263,0,0,0,0,0,0,15,1,0,0,0,0,189.24,1,0,0,0,0,1,"4","2","2",2
"1265",3558,17212,226.85,1,1,147,0,"2011-03-31","2011-03-31",226.85,147,1.54319727891156,117.3,1,45.6,1,0,0,60,1,0,0,3.95,1,0,0,0,0,0,0,1,"6","2","2",2
"1266",3561,17217,113.5,1,1,24,0,"2011-04-19","2011-04-19",113.5,24,4.72916666666667,3.95,1,0,0,0,0,86.05,1,7.5,1,0,0,16,1,0,0,0,0,1,"6","6","6",6
"1267",3563,17219,114.23,1,1,89,0,"2011-11-08","2011-11-08",114.23,89,1.28348314606742,11.75,1,33.3,1,11.2,1,51.65,1,6.33,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"1268",3566,17222,354.15,1,1,128,0,"2011-10-05","2011-10-05",354.15,128,2.766796875,12.5,1,94.65,1,0,0,196.37,1,18.57,1,0,0,32.06,1,0,0,0,0,1,"6","6","6",6
"1269",3568,17226,393.49,1,1,406,0,"2011-02-04","2011-02-04",393.49,406,0.969187192118227,46.8,1,10.2,1,82.56,1,23.55,1,0,0,7.65,1,222.73,1,0,0,0,0,1,"2","3","3",3
"1270",3575,17233,190.88,1,1,131,0,"2011-11-04","2011-11-04",190.88,131,1.45709923664122,33.7,1,77.76,1,9.78,1,25.71,1,0,0,33.25,1,10.68,1,0,0,0,0,1,"2","3","3",3
"1271",3576,17234,149.89,1,1,55,0,"2011-06-10","2011-06-10",149.89,55,2.72527272727273,60.5,1,3.75,1,41.7,1,4.95,1,0,0,0,0,21.14,1,17.85,1,0,0,1,"5","1","1",1
"1272",3581,17239,382.5,1,1,150,0,"2011-01-31","2011-01-31",382.5,150,2.55,0,0,140.4,1,103.8,1,114.5,1,0,0,0,0,0,0,23.8,1,0,0,1,"6","6","6",6
"1273",3584,17244,954.9,1,1,616,0,"2011-10-17","2011-10-17",954.9,616,1.55016233766234,51.36,1,243.6,1,12.49,1,171.63,1,96.9,1,247.92,1,131,1,0,0,0,0,1,"2","3","3",3
"1274",3585,17245,171.45,1,1,75,0,"2011-05-19","2011-05-19",171.45,75,2.286,35.7,1,0,0,15.3,1,15.3,1,0,0,22.5,1,64.8,1,17.85,1,0,0,1,"5","1","1",1
"1275",3586,17247,282.19,1,1,106,0,"2011-11-24","2011-11-24",282.19,106,2.66216981132075,43.58,1,18.25,1,2.09,1,106.01,1,29.79,1,0,0,58.02,1,24.45,1,0,0,1,"5","1","1",1
"1276",3587,17248,318.65,1,1,213,0,"2011-08-11","2011-08-11",318.65,213,1.49600938967136,26.08,1,0,0,107.73,1,33.39,1,106.48,1,0,0,38.67,1,6.3,1,0,0,1,"5","1","1",1
"1277",3589,17251,283.28,1,1,110,0,"2010-12-12","2010-12-12",283.28,110,2.57527272727273,35.35,1,35.7,1,77.18,1,39.35,1,37.85,1,0,0,40.65,1,17.2,1,0,0,1,"5","1","1",1
"1278",3591,17253,178.26,1,1,43,0,"2011-11-21","2011-11-21",178.26,43,4.14558139534884,0,0,0,0,52.95,1,103.56,1,11.8,1,0,0,9.95,1,0,0,0,0,1,"5","6","6",6
"1279",3597,17263,63.44,1,1,36,0,"2011-05-15","2011-05-15",63.44,36,1.76222222222222,0,0,18.95,1,0,0,26.1,1,5.89,1,12.5,1,0,0,0,0,0,0,1,"2","3","3",3
"1280",3600,17267,317.62,2,1,159,0,"2011-08-04","2011-08-04",158.81,79,1.99761006289308,44.1,1,113.55,1,14.7,1,111.35,1,16.67,2,11.25,1,6,1,0,0,0,0,1,"3","5","5",5
"1281",3603,17274,111.98,1,1,79,0,"2011-11-04","2011-11-04",111.98,79,1.41746835443038,34.44,1,44.76,1,12.39,1,3.3,1,0,0,0,0,12.09,1,5,1,0,0,1,"5","1","1",1
"1282",3605,17278,246.04,1,1,179,0,"2011-04-12","2011-04-12",246.04,179,1.3745251396648,65.45,1,0,0,0,0,22.89,1,19.8,1,0,0,137.9,1,0,0,0,0,1,"6","6","6",6
"1283",3606,17279,187.83,1,1,48,0,"2011-10-13","2011-10-13",187.83,48,3.913125,56.4,1,0,0,0,0,92.35,1,26.6,1,12.48,1,0,0,0,0,0,0,1,"6","6","6",6
"1284",3609,17286,153.92,1,1,118,0,"2011-11-18","2011-11-18",153.92,118,1.30440677966102,26.05,1,16.42,1,12.7,1,45.39,1,4.5,1,0,0,36.88,1,11.98,1,0,0,1,"5","1","1",1
"1285",3614,17291,550.8,1,1,72,0,"2011-02-04","2011-02-04",550.8,72,7.65,550.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1286",3617,17297,131.78,1,1,67,0,"2011-11-22","2011-11-22",131.78,67,1.96686567164179,29.9,1,13.85,1,17.94,1,30.1,1,0,0,21.05,1,14.37,1,4.57,1,0,0,1,"2","3","3",3
"1287",3620,17301,197.63,1,1,149,0,"2011-11-18","2011-11-18",197.63,149,1.32637583892617,71.6,1,40.74,1,15.99,1,24.14,1,41.13,1,0,0,2.78,1,1.25,1,0,0,1,"5","1","1",1
"1288",3622,17303,250.04,1,1,144,0,"2010-12-13","2010-12-13",250.04,144,1.73638888888889,12.25,1,20.65,1,35.03,1,89.97,1,32.68,1,16.95,1,42.51,1,0,0,0,0,1,"2","3","3",3
"1289",3624,17309,82.75,1,1,41,0,"2011-09-05","2011-09-05",82.75,41,2.01829268292683,26.7,1,25.2,1,13.9,1,7.05,1,0,0,0,0,9.9,1,0,0,0,0,1,"6","6","6",6
"1290",3627,17313,2328.84,1,1,1402,0,"2011-11-08","2011-11-08",2328.84,1402,1.66108416547789,416.52,1,367.2,1,324.6,1,356.04,1,0,0,0,0,864.48,1,0,0,0,0,1,"6","6","6",6
"1291",3635,17325,96.8,1,1,60,0,"2011-03-04","2011-03-04",96.8,60,1.61333333333333,31.5,1,0,0,0,0,12.5,1,33,1,0,0,19.8,1,0,0,0,0,1,"6","6","6",6
"1292",3638,17331,175.2,1,1,16,0,"2011-08-08","2011-08-08",175.2,16,10.95,175.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1293",3639,17333,494.25,1,1,375,0,"2011-09-15","2011-09-15",494.25,375,1.318,59.4,1,0,0,142.95,1,95.64,1,25.2,1,0,0,171.06,1,0,0,0,0,1,"5","1","1",1
"1294",3646,17343,193.64,1,1,56,0,"2010-12-19","2010-12-19",193.64,56,3.45785714285714,26.9,1,19.8,1,94.59,1,32.45,1,0,0,16.95,1,2.95,1,0,0,0,0,1,"2","3","3",3
"1295",3647,17344,160.57,1,1,66,0,"2011-10-24","2011-10-24",160.57,66,2.43287878787879,27.95,1,58.52,1,17.25,1,38.78,1,10.75,1,3.75,1,3.57,1,0,0,0,0,1,"2","3","3",3
"1296",3650,17347,228.96,1,1,216,0,"2011-09-14","2011-09-14",228.96,216,1.06,228.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1297",3652,17349,110.75,1,1,112,0,"2011-06-13","2011-06-13",110.75,112,0.988839285714286,12.75,1,0,0,0,0,32.95,1,1.25,1,0,0,63.8,1,0,0,0,0,1,"6","6","6",6
"1298",3656,17354,1393.06,1,1,1006,0,"2011-10-20","2011-10-20",1393.06,1006,1.38475149105368,276.04,1,178.2,1,195,1,179.05,1,404.52,1,0,0,35.25,1,125,1,0,0,1,"5","1","1",1
"1299",3657,17356,178.22,1,1,166,0,"2011-02-01","2011-02-01",178.22,166,1.07361445783133,92.3,1,0,0,36.42,1,7,1,0,0,0,0,27.5,1,15,1,0,0,1,"5","1","1",1
"1300",3658,17357,388.14,2,1,153,0,"2011-11-15","2011-11-15",194.07,76,2.53686274509804,38.38,1,96.26,1,49.46,1,53.97,2,0,0,0,0,135.07,1,15,1,0,0,1,"3","5","5",5
"1301",3660,17359,127.86,1,1,161,0,"2011-11-28","2011-11-28",127.86,161,0.79416149068323,28.45,1,0.78,1,0,0,53.16,1,5,1,0,0,40.47,1,0,0,0,0,1,"6","6","6",6
"1302",3666,17367,168.4,1,1,150,0,"2011-04-15","2011-04-15",168.4,150,1.12266666666667,21.7,1,24.9,1,20.8,1,56.85,1,17.6,1,3.75,1,22.8,1,0,0,0,0,1,"2","3","3",3
"1303",3676,17379,404.66,1,1,663,0,"2011-11-28","2011-11-28",404.66,663,0.610346907993967,63.7,1,6.21,1,48.78,1,171.05,1,85.75,1,7.5,1,21.67,1,0,0,0,0,1,"2","3","3",3
"1304",3678,17382,65.4,1,1,25,0,"2011-10-05","2011-10-05",65.4,25,2.616,0,0,0,0,0,0,0,0,50.4,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1305",3679,17383,199.29,1,1,150,0,"2011-12-05","2011-12-05",199.29,150,1.3286,0,0,63.57,1,7.63,1,29.8,1,19.75,1,3.75,1,60.94,1,13.85,1,0,0,1,"2","3","3",3
"1306",3681,17385,261.11,1,1,201,0,"2011-11-25","2011-11-25",261.11,201,1.29905472636816,21.45,1,76.1,1,6.25,1,47.5,1,25,1,0,0,84.81,1,0,0,0,0,1,"6","1","1",1
"1307",3688,17394,203.87,1,1,241,0,"2011-05-04","2011-05-04",203.87,241,0.845933609958506,9.95,1,193.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1308",3690,17397,696.41,2,1,254,0,"2011-11-17","2011-11-17",348.205,127,2.74177165354331,106.16,2,72.38,2,95.8,2,147.48,2,54.49,2,25.7,1,177.45,2,16.95,1,0,0,1,"3","5","5",5
"1309",3694,17403,281.62,1,1,117,0,"2011-11-03","2011-11-03",281.62,117,2.40700854700855,25.85,1,70.8,1,87.96,1,81.27,1,0,0,10.74,1,0,0,5,1,0,0,1,"2","3","3",3
"1310",3698,17408,32.65,1,1,3,0,"2011-06-29","2011-06-29",32.65,3,10.8833333333333,32.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1311",3704,17415,507.84,1,1,114,0,"2011-09-21","2011-09-21",507.84,114,4.45473684210526,190.94,1,49.95,1,0,0,266.95,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1312",3713,17427,100.8,1,1,34,0,"2011-09-29","2011-09-29",100.8,34,2.96470588235294,0,0,0,0,0,0,70.8,1,0,0,0,0,0,0,30,1,0,0,1,"4","2","2",2
"1313",3717,17431,403.3,1,1,292,0,"2011-01-30","2011-01-30",403.3,292,1.38116438356164,127.75,1,4.35,1,19.98,1,191.72,1,13.5,1,0,0,46,1,0,0,0,0,1,"6","1","1",1
"1314",3719,17433,303.16,1,1,185,0,"2011-09-12","2011-09-12",303.16,185,1.6387027027027,35.48,1,36.73,1,44.88,1,112.85,1,26.47,1,16.2,1,23.05,1,7.5,1,0,0,1,"2","3","3",3
"1315",3722,17438,388.45,1,1,103,0,"2011-03-31","2011-03-31",388.45,103,3.77135922330097,173.75,1,0,0,15,1,99.3,1,14.75,1,0,0,85.65,1,0,0,0,0,1,"5","1","1",1
"1316",3725,17443,534.24,1,1,504,0,"2011-05-04","2011-05-04",534.24,504,1.06,534.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","2","2",2
"1317",3734,17455,131.7,1,1,66,0,"2011-05-20","2011-05-20",131.7,66,1.99545454545455,49.2,1,0,0,0,0,0,0,82.5,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1318",3735,17456,249.86,1,1,222,0,"2010-12-09","2010-12-09",249.86,222,1.1254954954955,30.32,1,26.1,1,32.7,1,150.54,1,0,0,0,0,10.2,1,0,0,0,0,1,"6","6","6",6
"1319",3737,17458,316.5,1,1,170,0,"2011-11-24","2011-11-24",316.5,170,1.86176470588235,51.8,1,36.1,1,33.71,1,122.84,1,11.6,1,9.2,1,20,1,31.25,1,0,0,1,"2","3","3",3
"1320",3743,17464,289.96,1,1,220,0,"2011-07-04","2011-07-04",289.96,220,1.318,34.8,1,0,0,53,1,145.65,1,41.76,1,0,0,14.75,1,0,0,0,0,1,"5","1","1",1
"1321",3749,17475,194.37,1,1,178,0,"2011-09-21","2011-09-21",194.37,178,1.09196629213483,14.85,1,0,0,0,0,71.88,1,5.04,1,26.1,1,76.5,1,0,0,0,0,1,"6","6","6",6
"1322",3750,17480,511.82,1,1,338,0,"2011-09-23","2011-09-23",511.82,338,1.51426035502959,107.7,1,0,0,10.2,1,146.9,1,0,0,0,0,122.22,1,124.8,1,0,0,1,"5","1","1",1
"1323",3753,17486,396.87,1,1,191,0,"2011-03-23","2011-03-23",396.87,191,2.07785340314136,86.4,1,30.45,1,83,1,159.04,1,20.28,1,0,0,17.7,1,0,0,0,0,1,"6","1","1",1
"1324",3757,17492,374.57,1,1,155,0,"2011-04-05","2011-04-05",374.57,155,2.41658064516129,38.25,1,10.4,1,0,0,178.86,1,63.96,1,47.7,1,35.4,1,0,0,0,0,1,"2","3","3",3
"1325",3759,17496,271.05,1,1,79,0,"2010-12-16","2010-12-16",271.05,79,3.43101265822785,19.95,1,53.1,1,172.8,1,25.2,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"1326",3760,17498,272.22,1,1,394,0,"2011-09-25","2011-09-25",272.22,394,0.690913705583756,0,0,51,1,29.7,1,178,1,13.52,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"1327",3761,17499,622.88,1,1,711,0,"2011-02-23","2011-02-23",622.88,711,0.876061884669479,16.6,1,0,0,83.1,1,163.38,1,29.1,1,0,0,248.98,1,81.72,1,0,0,1,"5","1","1",1
"1328",3763,17501,288.6,2,1,160,0,"2011-05-03","2011-05-03",144.3,80,1.80375,166.65,2,0,0,78.15,1,43.8,2,0,0,0,0,0,0,0,0,0,0,1,"3","5","5",5
"1329",3768,17506,302.2,1,1,139,0,"2011-09-25","2011-09-25",302.2,139,2.17410071942446,19.92,1,0,0,30,1,146.28,1,0,0,44.8,1,61.2,1,0,0,0,0,1,"6","6","6",6
"1330",3770,17508,387.31,1,1,289,0,"2011-03-04","2011-03-04",387.31,289,1.34017301038062,0,0,0,0,33.96,1,200.1,1,153.25,1,0,0,0,0,0,0,0,0,0,"4","6","6",6
"1331",3772,17510,308.48,1,1,214,0,"2011-11-15","2011-11-15",308.48,214,1.4414953271028,72.8,1,0,0,0,0,125.46,1,5.04,1,0,0,32.58,1,72.6,1,0,0,1,"5","1","1",1
"1332",3775,17513,513.2,1,1,254,0,"2011-09-28","2011-09-28",513.2,254,2.02047244094488,39.6,1,0,0,199.2,1,140.4,1,0,0,0,0,0,0,134,1,0,0,1,"6","6","6",6
"1333",3776,17514,208.65,1,1,135,0,"2011-08-03","2011-08-03",208.65,135,1.54555555555556,24.8,1,36.7,1,23.31,1,83.45,1,37.44,1,0,0,0,0,2.95,1,0,0,1,"5","1","1",1
"1334",3779,17517,153.94,1,1,102,0,"2011-02-04","2011-02-04",153.94,102,1.50921568627451,35.4,1,0,0,11.7,1,94,1,7.8,1,0,0,5.04,1,0,0,0,0,1,"5","1","1",1
"1335",3781,17520,546.81,1,1,365,0,"2011-10-17","2011-10-17",546.81,365,1.4981095890411,82.13,1,91.1,1,17,1,261.5,1,0,0,0,0,84.88,1,10.2,1,0,0,1,"5","1","1",1
"1336",3785,17524,145,1,1,90,0,"2010-12-13","2010-12-13",145,90,1.61111111111111,18.75,1,0,0,88.3,1,37.95,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"1337",3786,17525,422.7,1,1,82,0,"2010-12-15","2010-12-15",422.7,82,5.15487804878049,0,0,0,0,295.5,1,127.2,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1338",3791,17531,296.7,1,1,136,0,"2011-06-02","2011-06-02",296.7,136,2.18161764705882,15.9,1,65.1,1,70.2,1,65.1,1,39.6,1,0,0,40.8,1,0,0,0,0,1,"6","1","1",1
"1339",3792,17534,223.36,1,1,103,0,"2011-10-17","2011-10-17",223.36,103,2.16854368932039,83.8,1,0,0,59.1,1,45,1,24.96,1,0,0,10.5,1,0,0,0,0,1,"5","1","1",1
"1340",3793,17535,164.4,1,1,136,0,"2011-03-04","2011-03-04",164.4,136,1.20882352941176,15,1,40.7,1,40,1,51,1,17.7,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"1341",3794,17536,76.5,1,1,6,0,"2011-06-15","2011-06-15",76.5,6,12.75,76.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1342",3796,17538,98.42,1,1,134,0,"2011-11-14","2011-11-14",98.42,134,0.734477611940298,0,0,7.8,1,0,0,42.76,1,0,0,0,0,47.86,1,0,0,0,0,1,"4","2","2",2
"1343",3798,17542,170.75,1,1,134,0,"2011-03-15","2011-03-15",170.75,134,1.27425373134328,27.8,1,28,1,18.45,1,1.45,1,49.15,1,0,0,38,1,7.9,1,0,0,1,"5","1","1",1
"1344",3799,17545,645.96,3,1,341,0,"2011-10-27","2011-10-27",215.32,113,1.89431085043988,139.68,3,15.98,3,88.25,3,228.67,3,97.6,3,0,0,67.08,3,8.7,1,0,0,1,"3","5","5",5
"1345",3800,17548,103.3,1,1,58,0,"2011-04-20","2011-04-20",103.3,58,1.78103448275862,0,0,0,0,0,0,33,1,0,0,0,0,70.3,1,0,0,0,0,1,"4","2","2",2
"1346",3803,17551,306.84,1,1,150,0,"2010-12-15","2010-12-15",306.84,150,2.0456,18.25,1,55.75,1,47.15,1,135.75,1,0,0,7.5,1,42.44,1,0,0,0,0,1,"2","3","3",3
"1347",3805,17553,1487.6,1,1,1048,0,"2011-08-02","2011-08-02",1487.6,1048,1.41946564885496,0,0,237.6,1,0,0,1250,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1348",3808,17556,157.9,1,1,101,0,"2011-05-18","2011-05-18",157.9,101,1.56336633663366,57.55,1,75,1,0,0,14.85,1,0,0,0,0,10.5,1,0,0,0,0,1,"6","6","6",6
"1349",3811,17561,167.62,1,1,146,0,"2011-11-20","2011-11-20",167.62,146,1.14808219178082,32.56,1,5.1,1,30,1,51.17,1,27.75,1,0,0,13.54,1,7.5,1,0,0,1,"5","1","1",1
"1350",3816,17569,344.14,1,1,159,0,"2011-01-11","2011-01-11",344.14,159,2.16440251572327,141.81,1,20.94,1,22.95,1,101.73,1,44.81,1,0,0,0,0,11.9,1,0,0,1,"5","1","1",1
"1351",3820,17574,185.65,1,1,77,0,"2011-04-11","2011-04-11",185.65,77,2.41103896103896,35.7,1,15,1,17.4,1,96.75,1,20.8,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"1352",3822,17578,143.46,1,1,138,0,"2011-05-05","2011-05-05",143.46,138,1.0395652173913,47.16,1,0,0,46.8,1,0,0,49.5,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"1353",3826,17582,175.27,1,1,123,0,"2011-04-17","2011-04-17",175.27,123,1.4249593495935,75.88,1,5,1,19.92,1,69,1,2.52,1,0,0,2.95,1,0,0,0,0,1,"6","1","1",1
"1354",3837,17597,2044.37,1,1,1176,0,"2011-05-10","2011-05-10",2044.37,1176,1.73840986394558,663.05,1,10.4,1,128.42,1,298.42,1,427.66,1,0,0,196.08,1,320.34,1,0,0,1,"5","1","1",1
"1355",3838,17600,161.67,1,1,144,0,"2011-11-22","2011-11-22",161.67,144,1.12270833333333,48.14,1,0,0,53.64,1,12.6,1,7.54,1,31.95,1,7.8,1,0,0,0,0,1,"6","1","1",1
"1356",3839,17601,116.01,1,1,103,0,"2011-04-14","2011-04-14",116.01,103,1.12631067961165,25.05,1,0,0,0,0,0,0,15.06,1,0,0,66,1,9.9,1,0,0,1,"5","1","1",1
"1357",3841,17603,394.72,1,1,74,0,"2011-09-22","2011-09-22",394.72,74,5.33405405405405,0,0,24.9,1,0,0,46.5,1,0,0,250,1,73.32,1,0,0,0,0,1,"2","3","3",3
"1358",3843,17608,193.42,2,1,232,0,"2011-11-06","2011-11-06",96.71,116,0.833706896551724,11.55,1,32.67,1,10.88,1,64.3,1,10.02,1,3.3,1,60.7,2,0,0,0,0,1,"3","5","5",5
"1359",3848,17614,390.07,1,1,238,0,"2011-10-13","2011-10-13",390.07,238,1.63894957983193,72.73,1,61.32,1,71.17,1,76.32,1,3.75,1,41.35,1,58.02,1,5.41,1,0,0,1,"2","3","3",3
"1360",3852,17619,218.52,1,1,127,0,"2011-01-31","2011-01-31",218.52,127,1.72062992125984,54.05,1,8.4,1,30.25,1,94.3,1,5.07,1,7.05,1,18.15,1,1.25,1,0,0,1,"2","3","3",3
"1361",3853,17620,81.44,1,1,60,0,"2011-10-11","2011-10-11",81.44,60,1.35733333333333,47.44,1,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1362",3855,17623,527.05,1,1,265,0,"2011-11-07","2011-11-07",527.05,265,1.9888679245283,30.9,1,32.7,1,34.1,1,276.95,1,19.8,1,0,0,117.6,1,15,1,0,0,1,"5","1","1",1
"1363",3858,17628,75.75,1,1,79,0,"2011-09-19","2011-09-19",75.75,79,0.958860759493671,39.6,1,0,0,0,0,16.35,1,19.8,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"1364",3864,17636,285.56,1,1,182,0,"2011-11-20","2011-11-20",285.56,182,1.56901098901099,48.05,1,0,0,15,1,79.02,1,83.82,1,0,0,19.92,1,39.75,1,0,0,1,"5","1","1",1
"1365",3866,17639,108.5,1,1,49,0,"2011-03-08","2011-03-08",108.5,49,2.21428571428571,0,0,19.9,1,0,0,36.1,1,0,0,52.5,1,0,0,0,0,0,0,1,"4","2","2",2
"1366",3867,17640,621.66,1,1,250,0,"2011-09-14","2011-09-14",621.66,250,2.48664,0,0,453.18,1,0,0,168.48,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"1367",3869,17643,101.55,1,1,71,0,"2010-12-01","2010-12-01",101.55,71,1.43028169014085,10.95,1,0,0,28.5,1,62.1,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
